OBJECTID,EVENT_UNIQUE_ID,OCC_DATE,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOW,OCC_DOY,DIVISION,HOMICIDE_TYPE,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84
774,GO-20152123843,2015-12-11 05:00:00,2015,December,11,Friday,345,D52,Shooting,164,Wellington Place (164),077,Waterfront Communities-The Island (77),-79.39284323733442,43.64731758642124
775,GO-2018104863,2015-12-14 05:00:00,2015,December,14,Monday,348,D52,Other,055,Thorncliffe Park (55),055,Thorncliffe Park (55),-79.34134032366961,43.70795197899424
776,GO-20152151120,2015-12-15 05:00:00,2015,December,15,Tuesday,349,D51,Stabbing,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.38187674698763,43.66005689916064
777,GO-20152149617,2015-12-15 05:00:00,2015,December,15,Tuesday,349,D31,Shooting,021,Humber Summit (21),021,Humber Summit (21),-79.57203291644315,43.75596850623152
778,GO-20152180756,2015-12-20 05:00:00,2015,December,20,Sunday,354,D13,Other,106,Humewood-Cedarvale (106),106,Humewood-Cedarvale (106),-79.42085152819395,43.68619300923968
779,GO-20152229877,2015-12-30 05:00:00,2015,December,30,Wednesday,364,D53,Other,100,Yonge-Eglinton (100),100,Yonge-Eglinton (100),-79.39731895108581,43.7017978195342
780,GO-201620700,2016-01-04 05:00:00,2016,January,4,Monday,4,D54,Shooting,061,Taylor-Massey (61),061,Taylor-Massey (61),-79.29128206056927,43.69314152070961
781,GO-201698593,2016-01-17 05:00:00,2016,January,17,Sunday,17,D32,Other,050,Newtonbrook East (50),050,Newtonbrook East (50),-79.41047322712814,43.79654150962212
782,GO-2016108786,2016-01-19 05:00:00,2016,January,19,Tuesday,19,D22,Shooting,018,New Toronto (18),018,New Toronto (18),-79.50862107267997,43.60001282704165
783,GO-2016119350,2016-01-20 05:00:00,2016,January,20,Wednesday,20,D22,Shooting,010,Princess-Rosethorn (10),010,Princess-Rosethorn (10),-79.54346478792223,43.672010856630166
784,GO-2016120610,2016-01-20 05:00:00,2016,January,20,Wednesday,20,D42,Shooting,147,L'Amoreaux West (147),117,L'Amoreaux (117),-79.33361597620318,43.79804788815728
785,GO-2016139786,2016-01-24 05:00:00,2016,January,24,Sunday,24,D43,Shooting,156,Bendale-Glen Andrew (156),127,Bendale (127),-79.25361645834963,43.77164277128102
786,GO-2016173014,2016-01-29 05:00:00,2016,January,29,Friday,29,D13,Shooting,031,Yorkdale-Glen Park (31),031,Yorkdale-Glen Park (31),-79.46579965341392,43.70823185487301
787,GO-2016175803,2016-01-30 05:00:00,2016,January,30,Saturday,30,D23,Other,002,Mount Olive-Silverstone-Jamestown (2),002,Mount Olive-Silverstone-Jamestown (2),-79.5810103712612,43.736358876256595
788,GO-2016181573,2016-01-31 05:00:00,2016,January,31,Sunday,31,D14,Shooting,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),-79.39931673573047,43.65583189671953
789,GO-2016181573,2016-01-31 05:00:00,2016,January,31,Sunday,31,D14,Shooting,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),-79.39931673573047,43.65583189671953
790,GO-2016204501,2016-02-03 05:00:00,2016,February,3,Wednesday,34,D22,Stabbing,013,Etobicoke West Mall (13),013,Etobicoke West Mall (13),-79.57215208377515,43.652394222407004
791,GO-2016215657,2016-02-05 05:00:00,2016,February,5,Friday,36,D42,Other,146,Malvern East (146),132,Malvern (132),-79.21860627579606,43.80661580003615
792,GO-2016215657,2016-02-05 05:00:00,2016,February,5,Friday,36,D42,Other,146,Malvern East (146),132,Malvern (132),-79.21860627579606,43.80661580003615
793,GO-2016215657,2016-02-05 05:00:00,2016,February,5,Friday,36,D42,Other,146,Malvern East (146),132,Malvern (132),-79.21860627579606,43.80661580003615
794,GO-2016215657,2016-02-05 05:00:00,2016,February,5,Friday,36,D42,Other,146,Malvern East (146),132,Malvern (132),-79.21860627579606,43.80661580003615
795,GO-2016225259,2016-02-07 05:00:00,2016,February,7,Sunday,38,D54,Other,043,Victoria Village (43),043,Victoria Village (43),-79.30497175704816,43.71600617058235
796,GO-2016235777,2016-02-09 05:00:00,2016,February,9,Tuesday,40,D12,Stabbing,028,Rustic (28),028,Rustic (28),-79.50378934712265,43.702878854542554
797,GO-2016317425,2016-02-22 05:00:00,2016,February,22,Monday,53,D43,Other,139,Scarborough Village (139),139,Scarborough Village (139),-79.21176278724487,43.74375928918706
798,GO-2016345475,2016-02-27 05:00:00,2016,February,27,Saturday,58,D41,Stabbing,120,Clairlea-Birchmount (120),120,Clairlea-Birchmount (120),-79.28946326908789,43.70648489966889
799,GO-2016354140,2016-02-28 05:00:00,2016,February,28,Sunday,59,D23,Shooting,008,Humber Heights-Westmount (8),008,Humber Heights-Westmount (8),-79.51748257247831,43.692626080699
800,GO-2016359352,2016-02-29 05:00:00,2016,February,29,Monday,60,D11,Shooting,139,Scarborough Village (139),139,Scarborough Village (139),-79.21968628775736,43.74501748572572
801,GO-2016265129,2016-03-04 05:00:00,2016,March,4,Friday,64,D52,Other,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),-79.39066564002702,43.65242019152386
802,GO-2016481311,2016-03-20 04:00:00,2016,March,20,Sunday,80,D42,Shooting,148,East L'Amoreaux (148),117,L'Amoreaux (117),-79.30242660121337,43.79721060675426
803,GO-2016491854,2016-03-22 04:00:00,2016,March,22,Tuesday,82,D12,Other,023,Pelmo Park-Humberlea (23),023,Pelmo Park-Humberlea (23),-79.51080434252793,43.71527384630162
804,GO-2016500861,2016-03-23 04:00:00,2016,March,23,Wednesday,83,D55,Shooting,070,South Riverdale (70),070,South Riverdale (70),-79.34058958431923,43.66227352160024
805,GO-2016556458,2016-04-02 04:00:00,2016,April,2,Saturday,93,D51,Shooting,072,Regent Park (72),072,Regent Park (72),-79.36342415787794,43.655822894926565
806,GO-2016602150,2016-04-09 04:00:00,2016,April,9,Saturday,100,D31,Other,027,York University Heights (27),027,York University Heights (27),-79.49940192481044,43.7485166741116
807,GO-2016630918,2016-04-13 04:00:00,2016,April,13,Wednesday,104,D53,Shooting,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),-79.3867607489655,43.670232809825116
808,GO-2016632371,2016-04-14 04:00:00,2016,April,14,Thursday,105,D22,Shooting,160,Mimico-Queensway (160),017,Mimico (includes Humber Bay Shores) (17),-79.49653553387645,43.61178819618655
809,GO-2016656231,2016-04-17 04:00:00,2016,April,17,Sunday,108,D12,Other,113,Weston (113),113,Weston (113),-79.52936274260539,43.70516585125755
810,GO-2016652097,2016-04-17 04:00:00,2016,April,17,Sunday,108,D54,Shooting,066,Danforth (66),066,Danforth (66),-79.32475493150189,43.68311161113138
811,GO-2016666749,2016-04-19 04:00:00,2016,April,19,Tuesday,110,D51,Other,068,North Riverdale (68),068,North Riverdale (68),-79.35291087274994,43.66616311035961
812,GO-2018104863,2016-04-22 04:00:00,2016,April,22,Friday,113,D53,Other,055,Thorncliffe Park (55),055,Thorncliffe Park (55),-79.34134032366961,43.70795197899424
813,GO-2016734521,2016-04-29 04:00:00,2016,April,29,Friday,120,D41,Shooting,119,Wexford/Maryvale (119),119,Wexford/Maryvale (119),-79.31291557169541,43.7584069224285
814,GO-2016734521,2016-04-29 04:00:00,2016,April,29,Friday,120,D41,Shooting,119,Wexford/Maryvale (119),119,Wexford/Maryvale (119),-79.31291557169541,43.7584069224285
815,GO-2016838159,2016-05-15 04:00:00,2016,May,15,Sunday,136,D23,Shooting,002,Mount Olive-Silverstone-Jamestown (2),002,Mount Olive-Silverstone-Jamestown (2),-79.5894134692479,43.73201827690042
816,GO-2016838159,2016-05-15 04:00:00,2016,May,15,Sunday,136,D23,Shooting,002,Mount Olive-Silverstone-Jamestown (2),002,Mount Olive-Silverstone-Jamestown (2),-79.5894134692479,43.73201827690042
817,GO-2016851941,2016-05-18 04:00:00,2016,May,18,Wednesday,139,D51,Other,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),-79.38162554982559,43.66736870647241
818,GO-2016965196,2016-06-03 04:00:00,2016,June,3,Friday,155,D31,Shooting,022,Humbermede (22),022,Humbermede (22),-79.54030969589589,43.74272287724547
819,GO-2016989870,2016-06-07 04:00:00,2016,June,7,Tuesday,159,D53,Shooting,174,South Eglinton-Davisville (174),104,Mount Pleasant West (104),-79.39831324474767,43.70674080495774
820,GO-20161148938,2016-07-01 04:00:00,2016,July,1,Friday,183,D14,Shooting,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),-79.40403323438338,43.65718989887431
821,GO-20161148938,2016-07-01 04:00:00,2016,July,1,Friday,183,D14,Shooting,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),-79.40403323438338,43.65718989887431
822,GO-20161116247,2016-07-03 04:00:00,2016,July,3,Sunday,185,D11,Other,084,Little Portugal (84),084,Little Portugal (84),-79.43793032068864,43.64912219809184
823,GO-20161229465,2016-07-13 04:00:00,2016,July,13,Wednesday,195,D31,Shooting,025,Glenfield-Jane Heights (25),025,Glenfield-Jane Heights (25),-79.52011838640954,43.737805443071935
824,GO-20161263080,2016-07-18 04:00:00,2016,July,18,Monday,200,D51,Other,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.37190255043828,43.65046058956416
825,GO-20161329227,2016-07-28 04:00:00,2016,July,28,Thursday,210,D41,Shooting,157,Bendale South (157),127,Bendale (127),-79.25806374706988,43.752969673302594
826,GO-20161335085,2016-07-29 04:00:00,2016,July,29,Friday,211,D51,Stabbing,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),-79.3824699506228,43.66940900851268
827,GO-20161403032,2016-08-09 04:00:00,2016,August,9,Tuesday,222,D55,Other,069,Blake-Jones (69),069,Blake-Jones (69),-79.33486851304959,43.677144380898724
828,GO-20161443064,2016-08-15 04:00:00,2016,August,15,Monday,228,D51,Other,073,Moss Park (73),073,Moss Park (73),-79.37344165169152,43.65729849640226
829,GO-20161480338,2016-08-21 04:00:00,2016,August,21,Sunday,234,D14,Shooting,162,West Queen West (162),082,Niagara (82),-79.41270092909835,43.6419045838271
830,GO-20161506128,2016-08-25 04:00:00,2016,August,25,Thursday,238,D43,Other,139,Scarborough Village (139),139,Scarborough Village (139),-79.2228239739737,43.73958438566516
831,GO-20161506128,2016-08-25 04:00:00,2016,August,25,Thursday,238,D43,Other,139,Scarborough Village (139),139,Scarborough Village (139),-79.2228239739737,43.73958438566516
832,GO-20161506128,2016-08-25 04:00:00,2016,August,25,Thursday,238,D43,Other,139,Scarborough Village (139),139,Scarborough Village (139),-79.2228239739737,43.73958438566516
833,GO-20161520715,2016-08-27 04:00:00,2016,August,27,Saturday,240,D55,Shooting,070,South Riverdale (70),070,South Riverdale (70),-79.35222546938162,43.66008250046639
834,GO-20161613172,2016-09-11 04:00:00,2016,September,11,Sunday,255,D14,Shooting,085,South Parkdale (85),085,South Parkdale (85),-79.42532132489157,43.637353180681124
835,GO-20161625137,2016-09-13 04:00:00,2016,September,13,Tuesday,257,D31,Stabbing,027,York University Heights (27),027,York University Heights (27),-79.50055760341179,43.768520971836324
836,GO-20161688118,2016-09-21 04:00:00,2016,September,21,Wednesday,265,D11,Other,091,Weston-Pelham Park (91),091,Weston-Pelham Park (91),-79.45704472115149,43.67020423684861
837,GO-20161696689,2016-09-23 04:00:00,2016,September,23,Friday,267,D43,Stabbing,156,Bendale-Glen Andrew (156),127,Bendale (127),-79.25361915023643,43.77437106957784
838,GO-20161743137,2016-09-30 04:00:00,2016,September,30,Friday,274,D23,Shooting,001,West Humber-Clairville (1),001,West Humber-Clairville (1),-79.6107021729982,43.737847341617694
839,GO-20161838374,2016-10-16 04:00:00,2016,October,16,Sunday,290,D12,Shooting,113,Weston (113),113,Weston (113),-79.51774105209435,43.70059626494025
840,GO-20161855287,2016-10-18 04:00:00,2016,October,18,Tuesday,292,D23,Shooting,001,West Humber-Clairville (1),001,West Humber-Clairville (1),-79.60010196059308,43.74705166122826
841,GO-20161888229,2016-10-24 04:00:00,2016,October,24,Monday,298,D23,Shooting,006,Kingsview Village-The Westway (6),006,Kingsview Village-The Westway (6),-79.55636743402584,43.69952555951502
842,GO-20161907779,2016-10-27 04:00:00,2016,October,27,Thursday,301,D43,Shooting,135,Morningside (135),135,Morningside (135),-79.205648619286,43.764061994191145
843,GO-20161966289,2016-11-05 04:00:00,2016,November,5,Saturday,310,D14,Other,081,Trinity-Bellwoods (81),081,Trinity-Bellwoods (81),-79.41261043001539,43.655469098776415
844,GO-20162051533,2016-11-18 05:00:00,2016,November,18,Friday,323,D33,Shooting,043,Victoria Village (43),043,Victoria Village (43),-79.31351755028754,43.72597194526696
845,GO-20162055725,2016-11-19 05:00:00,2016,November,19,Saturday,324,D31,Shooting,024,Black Creek (24),024,Black Creek (24),-79.51874191355783,43.769231885658456
846,GO-20162106299,2016-11-27 05:00:00,2016,November,27,Sunday,332,D55,Shooting,070,South Riverdale (70),070,South Riverdale (70),-79.35305356986589,43.66205110350855
847,GO-20162138470,2016-12-03 05:00:00,2016,December,3,Saturday,338,D32,Other,033,Clanton Park (33),033,Clanton Park (33),-79.4415517207753,43.75063576953561
848,GO-20162148586,2016-12-04 05:00:00,2016,December,4,Sunday,339,D31,Stabbing,025,Glenfield-Jane Heights (25),025,Glenfield-Jane Heights (25),-79.5242574098528,43.7558575872321
849,GO-20162172757,2016-12-07 05:00:00,2016,December,7,Wednesday,342,D54,Shooting,058,Old East York (58),058,Old East York (58),-79.34272502502733,43.69373700735123
850,GO-20162210973,2016-12-14 05:00:00,2016,December,14,Wednesday,349,D43,Shooting,139,Scarborough Village (139),139,Scarborough Village (139),-79.21968628775736,43.74501748572572
851,GO-20162229166,2016-12-16 05:00:00,2016,December,16,Friday,351,D14,Stabbing,083,Dufferin Grove (83),083,Dufferin Grove (83),-79.43167352277418,43.652737100532676
852,GO-20162233489,2016-12-17 05:00:00,2016,December,17,Saturday,352,D12,Shooting,113,Weston (113),113,Weston (113),-79.51774105209435,43.70059626494025
853,GO-20162242930,2016-12-18 05:00:00,2016,December,18,Sunday,353,D23,Shooting,006,Kingsview Village-The Westway (6),006,Kingsview Village-The Westway (6),-79.54866704066109,43.70131885527808
854,GO-20162276833,2016-12-24 05:00:00,2016,December,24,Saturday,359,D51,Stabbing,073,Moss Park (73),073,Moss Park (73),-79.37009915354126,43.65616289526663
855,GO-201743106,2017-01-08 05:00:00,2017,January,8,Sunday,8,D51,Shooting,073,Moss Park (73),073,Moss Park (73),-79.3679272545522,43.65485189395556
856,GO-2017137133,2017-01-23 05:00:00,2017,January,23,Monday,23,D31,Shooting,021,Humber Summit (21),021,Humber Summit (21),-79.56916511631657,43.75624710656136
857,GO-2017163412,2017-01-26 05:00:00,2017,January,26,Thursday,26,D22,Other,160,Mimico-Queensway (160),017,Mimico (includes Humber Bay Shores) (17),-79.51581404956458,43.612079812736084
858,GO-2017186988,2017-01-30 05:00:00,2017,January,30,Monday,30,D51,Shooting,073,Moss Park (73),073,Moss Park (73),-79.37106575137635,43.651601190704824
859,GO-2017189239,2017-01-30 05:00:00,2017,January,30,Monday,30,D51,Shooting,072,Regent Park (72),072,Regent Park (72),-79.36148976261144,43.66315880226252
860,GO-2017202856,2017-02-01 05:00:00,2017,February,1,Wednesday,32,D31,Shooting,025,Glenfield-Jane Heights (25),025,Glenfield-Jane Heights (25),-79.51704361195162,43.75483178313826
861,GO-2017222142,2017-02-05 05:00:00,2017,February,5,Sunday,36,D54,Shooting,066,Danforth (66),066,Danforth (66),-79.34297721224516,43.682799185541185
862,GO-2017233897,2017-02-06 05:00:00,2017,February,6,Monday,37,D32,Other,037,Willowdale West (37),037,Willowdale West (37),-79.41555995709993,43.77491089559218
863,GO-2017233559,2017-02-06 05:00:00,2017,February,6,Monday,37,D23,Shooting,005,Elms-Old Rexdale (5),005,Elms-Old Rexdale (5),-79.55233202592373,43.716576330604255
864,GO-2017291986,2017-02-16 05:00:00,2017,February,16,Thursday,47,D54,Other,054,O'Connor-Parkview (54),054,O'Connor-Parkview (54),-79.29945775804876,43.70286150041587
865,GO-2017352942,2017-02-25 05:00:00,2017,February,25,Saturday,56,D53,Shooting,055,Thorncliffe Park (55),055,Thorncliffe Park (55),-79.34134032366961,43.70795197899424
866,GO-2017402242,2017-03-04 05:00:00,2017,March,4,Saturday,63,D55,Other,068,North Riverdale (68),068,North Riverdale (68),-79.35544606974977,43.66546560703922
867,GO-2017468897,2017-03-16 04:00:00,2017,March,16,Thursday,75,D42,Shooting,144,Morningside Heights (144),131,Rouge (131),-79.18465369074775,43.81019569579954
868,GO-2017486409,2017-03-18 04:00:00,2017,March,18,Saturday,77,D54,Shooting,061,Taylor-Massey (61),061,Taylor-Massey (61),-79.29545846165607,43.70168560543388
869,GO-2017564412,2017-03-31 04:00:00,2017,March,31,Friday,90,D11,Shooting,008,Humber Heights-Westmount (8),008,Humber Heights-Westmount (8),-79.52135407468721,43.69179488234609
870,GO-2017662074,2017-04-14 04:00:00,2017,April,14,Friday,104,D42,Shooting,147,L'Amoreaux West (147),117,L'Amoreaux (117),-79.33094577743309,43.7974712880144
871,GO-2017674351,2017-04-14 04:00:00,2017,April,14,Friday,104,D55,Shooting,070,South Riverdale (70),070,South Riverdale (70),-79.34358367865595,43.660282109746134
872,GO-2017703097,2017-04-21 04:00:00,2017,April,21,Friday,111,D13,Shooting,108,Briar Hill-Belgravia (108),108,Briar Hill-Belgravia (108),-79.45109887955452,43.697904263218106
873,GO-2017904599,2017-05-22 04:00:00,2017,May,22,Monday,142,D55,Shooting,070,South Riverdale (70),070,South Riverdale (70),-79.34518248312989,43.667094226882725
874,GO-2017904599,2017-05-22 04:00:00,2017,May,22,Monday,142,D55,Other,070,South Riverdale (70),070,South Riverdale (70),-79.34518248312989,43.667094226882725
875,GO-20171007434,2017-06-07 04:00:00,2017,June,7,Wednesday,158,D12,Other,112,Beechborough-Greenbrook (112),112,Beechborough-Greenbrook (112),-79.48275108806293,43.68832499309296
876,GO-20171035511,2017-06-11 04:00:00,2017,June,11,Sunday,162,D31,Shooting,022,Humbermede (22),022,Humbermede (22),-79.55724528680958,43.74771368211336
877,GO-20171118832,2017-06-23 04:00:00,2017,June,23,Friday,174,D11,Stabbing,171,Junction-Wallace Emerson (171),093,Dovercourt-Wallace Emerson-Junction (93),-79.44230242200905,43.6689814214509
878,GO-20171184598,2017-07-02 04:00:00,2017,July,2,Sunday,183,D51,Shooting,072,Regent Park (72),072,Regent Park (72),-79.3647731586812,43.66045029955401
879,GO-20171319697,2017-07-23 04:00:00,2017,July,23,Sunday,204,D42,Shooting,144,Morningside Heights (144),131,Rouge (131),-79.20251759174508,43.81455052422799
880,GO-20171319697,2017-07-23 04:00:00,2017,July,23,Sunday,204,D42,Shooting,144,Morningside Heights (144),131,Rouge (131),-79.20251759174508,43.81455052422799
881,GO-20171323827,2017-07-23 04:00:00,2017,July,23,Sunday,204,D42,Shooting,146,Malvern East (146),132,Malvern (132),-79.2108148827857,43.809880606197666
882,GO-20171371751,2017-07-30 04:00:00,2017,July,30,Sunday,211,D32,Shooting,031,Yorkdale-Glen Park (31),031,Yorkdale-Glen Park (31),-79.45239691868379,43.714348256200424
883,GO-20171378728,2017-07-31 04:00:00,2017,July,31,Monday,212,D51,Shooting,073,Moss Park (73),073,Moss Park (73),-79.36944905342786,43.65452239362609
884,GO-20171377317,2017-07-31 04:00:00,2017,July,31,Monday,212,D54,Stabbing,057,Broadview North (57),057,Broadview North (57),-79.35364911130229,43.689501094579924
885,GO-20171379055,2017-08-01 04:00:00,2017,August,1,Tuesday,213,D13,Shooting,106,Humewood-Cedarvale (106),106,Humewood-Cedarvale (106),-79.419928228448,43.687150607917125
886,GO-20171499040,2017-08-17 04:00:00,2017,August,17,Thursday,229,D31,Stabbing,027,York University Heights (27),027,York University Heights (27),-79.50790172045595,43.75928778544984
887,GO-20171503946,2017-08-20 04:00:00,2017,August,20,Sunday,232,D14,Shooting,079,University (79),079,University (79),-79.40647163341241,43.65671549847639
888,GO-20171516247,2017-08-22 04:00:00,2017,August,22,Tuesday,234,D31,Stabbing,025,Glenfield-Jane Heights (25),025,Glenfield-Jane Heights (25),-79.51782141098414,43.75021207993196
889,GO-20171578601,2017-08-31 04:00:00,2017,August,31,Thursday,243,D31,Shooting,154,Oakdale-Beverley Heights (154),026,Downsview-Roding-CFB (26),-79.51412794306921,43.720642146439545
890,GO-20171592166,2017-09-02 04:00:00,2017,September,2,Saturday,245,D23,Shooting,005,Elms-Old Rexdale (5),005,Elms-Old Rexdale (5),-79.54932877220578,43.7272962290426
891,GO-20171593482,2017-09-06 04:00:00,2017,September,6,Wednesday,249,D43,Stabbing,138,Eglinton East (138),138,Eglinton East (138),-79.24552004845341,43.739447679475646
892,GO-20171640198,2017-09-10 04:00:00,2017,September,10,Sunday,253,D41,Stabbing,122,Birchcliffe-Cliffside (122),122,Birchcliffe-Cliffside (122),-79.26447248236714,43.6981728283878
893,GO-20171661261,2017-09-13 04:00:00,2017,September,13,Wednesday,256,D33,Stabbing,053,Henry Farm (53),053,Henry Farm (53),-79.34317615883047,43.76943621688557
