OBJECTID,EVENT_UNIQUE_ID,OCC_DATE,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOW,OCC_DOY,DIVISION,HOMICIDE_TYPE,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84
1232,GO-20211896862,2021-10-03 04:00:00,2021,October,3,Sunday,276,D55,Stabbing,064,Woodbine Corridor (64),064,Woodbine Corridor (64),-79.32078432787135,43.676554901126444
1233,GO-20211971401,2021-10-13 04:00:00,2021,October,13,Wednesday,286,D42,Shooting,146,Malvern East (146),132,Malvern (132),-79.20481856927056,43.79744149348966
1234,GO-20211987049,2021-10-16 04:00:00,2021,October,16,Saturday,289,D31,Shooting,027,York University Heights (27),027,York University Heights (27),-79.48755972518123,43.74960916288808
1235,GO-20212022276,2021-10-21 04:00:00,2021,October,21,Thursday,294,D31,Shooting,027,York University Heights (27),027,York University Heights (27),-79.48043142947883,43.755335660210314
1236,GO-20212040619,2021-10-23 04:00:00,2021,October,23,Saturday,296,D12,Shooting,023,Pelmo Park-Humberlea (23),023,Pelmo Park-Humberlea (23),-79.53409083430556,43.71352863573385
1237,GO-20212036766,2021-10-23 04:00:00,2021,October,23,Saturday,296,D31,Shooting,025,Glenfield-Jane Heights (25),025,Glenfield-Jane Heights (25),-79.51367041560414,43.75417968305571
1238,GO-20212037136,2021-10-23 04:00:00,2021,October,23,Saturday,296,D12,Shooting,110,Keelesdale-Eglinton West (110),110,Keelesdale-Eglinton West (110),-79.4738975885697,43.69041368626126
1239,GO-20212048858,2021-10-24 04:00:00,2021,October,24,Sunday,297,D41,Shooting,119,Wexford/Maryvale (119),119,Wexford/Maryvale (119),-79.29754027056995,43.725584957455325
1240,GO-20212071533,2021-10-28 04:00:00,2021,October,28,Thursday,301,D42,Shooting,145,Malvern West (145),132,Malvern (132),-79.2242167744943,43.80448840043371
1241,GO-20212079091,2021-10-29 04:00:00,2021,October,29,Friday,302,D41,Shooting,126,Dorset Park (126),126,Dorset Park (126),-79.2810965997869,43.765820740158325
1242,GO-20212091136,2021-10-30 04:00:00,2021,October,30,Saturday,303,D31,Other,025,Glenfield-Jane Heights (25),025,Glenfield-Jane Heights (25),-79.50027858333516,43.738627219954076
1243,GO-20212177949,2021-11-12 05:00:00,2021,November,12,Friday,316,D43,Other,134,Highland Creek (134),134,Highland Creek (134),-79.16355341877119,43.7924814803355
1244,GO-20212209204,2021-11-16 05:00:00,2021,November,16,Tuesday,320,D33,Stabbing,150,Fenside-Parkwoods (150),045,Parkwoods-Donalda (45),-79.32318896548469,43.75599862026509
1245,GO-20212211875,2021-11-16 05:00:00,2021,November,16,Tuesday,320,D43,Shooting,141,Golfdale-Cedarbrae-Woburn (141),137,Woburn (137),-79.205648619286,43.764061994191145
1246,GO-20212277790,2021-11-26 05:00:00,2021,November,26,Friday,330,D42,Shooting,143,West Rouge (143),131,Rouge (131),-79.17582969487913,43.806572487998004
1247,GO-20212373251,2021-12-09 05:00:00,2021,December,9,Thursday,343,D53,Stabbing,174,South Eglinton-Davisville (174),104,Mount Pleasant West (104),-79.39191975792932,43.70555502011568
1248,GO-20212397941,2021-12-13 05:00:00,2021,December,13,Monday,347,D42,Shooting,128,Agincourt South-Malvern West (128),128,Agincourt South-Malvern West (128),-79.25980334085709,43.79205857251085
1249,GO-20212471927,2021-12-23 05:00:00,2021,December,23,Thursday,357,D31,Shooting,025,Glenfield-Jane Heights (25),025,Glenfield-Jane Heights (25),-79.51039321836257,43.74921167948846
1250,GO-20212477849,2021-12-24 05:00:00,2021,December,24,Friday,358,D32,Shooting,032,Englemount-Lawrence (32),032,Englemount-Lawrence (32),-79.44387484181597,43.719490656610084
1251,GO-20212487697,2021-12-26 05:00:00,2021,December,26,Sunday,360,D12,Shooting,111,Rockcliffe-Smythe (111),111,Rockcliffe-Smythe (111),-79.48289620078428,43.6787985171762
1252,GO-20212516090,2021-12-31 05:00:00,2021,December,31,Friday,365,D12,Stabbing,115,Mount Dennis (115),115,Mount Dennis (115),-79.48565849057034,43.68507779838248
1253,GO-20229964,2022-01-02 05:00:00,2022,January,2,Sunday,2,D12,Shooting,023,Pelmo Park-Humberlea (23),023,Pelmo Park-Humberlea (23),-79.53482343254572,43.710446933792944
1254,GO-202216903,2022-01-03 05:00:00,2022,January,3,Monday,3,D22,Shooting,020,Alderwood (20),020,Alderwood (20),-79.53186139387563,43.600116080509075
1255,GO-202217098,2022-01-03 05:00:00,2022,January,3,Monday,3,D22,Shooting,161,Humber Bay Shores (161),017,Mimico (includes Humber Bay Shores) (17),-79.47404131480543,43.63058310950477
1256,GO-202216630,2022-01-03 05:00:00,2022,January,3,Monday,3,D14,Stabbing,080,Palmerston-Little Italy (80),080,Palmerston-Little Italy (80),-79.41671802775933,43.65511499978482
1257,GO-202216903,2022-01-03 05:00:00,2022,January,3,Monday,3,D22,Shooting,020,Alderwood (20),020,Alderwood (20),-79.53186139387563,43.600116080509075
1258,GO-202250758,2022-01-08 05:00:00,2022,January,8,Saturday,8,D53,Shooting,098,Rosedale-Moore Park (98),098,Rosedale-Moore Park (98),-79.38314265126233,43.671041010144684
1259,GO-2022110972,2022-01-18 05:00:00,2022,January,18,Tuesday,18,D23,Shooting,005,Elms-Old Rexdale (5),005,Elms-Old Rexdale (5),-79.5559811336446,43.71696275341367
1260,GO-2022124347,2022-01-19 05:00:00,2022,January,19,Wednesday,19,D55,Shooting,057,Broadview North (57),057,Broadview North (57),-79.35086211079084,43.68796619243931
1261,GO-2022139163,2022-01-22 05:00:00,2022,January,22,Saturday,22,D12,Shooting,030,Brookhaven-Amesbury (30),030,Brookhaven-Amesbury (30),-79.46942286671222,43.70085506215958
1262,GO-2022151149,2022-01-23 05:00:00,2022,January,23,Sunday,23,D53,Shooting,100,Yonge-Eglinton (100),100,Yonge-Eglinton (100),-79.4074343345435,43.701833100999075
1263,GO-2022267789,2022-02-09 05:00:00,2022,February,9,Wednesday,40,D31,Other,025,Glenfield-Jane Heights (25),025,Glenfield-Jane Heights (25),-79.50714851949837,43.7484638770574
1264,GO-2022294326,2022-02-14 05:00:00,2022,February,14,Monday,45,D41,Shooting,156,Bendale-Glen Andrew (156),127,Bendale (127),-79.26326984247044,43.75417766914224
1265,GO-2022314804,2022-02-17 05:00:00,2022,February,17,Thursday,48,D32,Shooting,036,Newtonbrook West (36),036,Newtonbrook West (36),-79.43743817252744,43.78502644271808
1266,GO-2022324234,2022-02-19 05:00:00,2022,February,19,Saturday,50,D12,Shooting,030,Brookhaven-Amesbury (30),030,Brookhaven-Amesbury (30),-79.47675095629398,43.70300615926413
1267,GO-2022385565,2022-02-28 05:00:00,2022,February,28,Monday,59,D43,Shooting,136,West Hill (136),136,West Hill (136),-79.18704390821176,43.771012495426646
1268,GO-2022458878,2022-03-11 05:00:00,2022,March,11,Friday,70,D11,Other,089,Runnymede-Bloor West Village (89),089,Runnymede-Bloor West Village (89),-79.48849081609158,43.65915195878241
1269,GO-2022499009,2022-03-17 04:00:00,2022,March,17,Thursday,76,D43,Other,142,Woburn North (142),137,Woburn (137),-79.25117674189322,43.7797551705342
1270,GO-2022576248,2022-03-28 04:00:00,2022,March,28,Monday,87,D55,Stabbing,070,South Riverdale (70),070,South Riverdale (70),-79.33215849351818,43.659884435308555
1271,GO-2022613599,2022-04-02 04:00:00,2022,April,2,Saturday,92,D51,Stabbing,073,Moss Park (73),073,Moss Park (73),-79.36758875528045,43.65635969546341
1272,GO-2022646404,2022-04-07 04:00:00,2022,April,7,Thursday,97,D51,Shooting,074,North St.James Town (74),074,North St.James Town (74),-79.37684305633893,43.67235631145995
1273,GO-2022661027,2022-04-09 04:00:00,2022,April,9,Saturday,99,D51,Shooting,073,Moss Park (73),073,Moss Park (73),-79.37344165169152,43.65729849640226
1274,GO-2022689316,2022-04-15 04:00:00,2022,April,15,Friday,105,D52,Stabbing,166,St Lawrence-East Bayfront-The Islands (166),077,Waterfront Communities-The Island (77),-79.3791981444218,43.64252328162694
1275,GO-2022792257,2022-04-28 04:00:00,2022,April,28,Thursday,118,D11,Shooting,087,High Park-Swansea (87),087,High Park-Swansea (87),-79.46983691358491,43.6371382051061
1276,GO-2022804180,2022-04-30 04:00:00,2022,April,30,Saturday,120,D23,Shooting,002,Mount Olive-Silverstone-Jamestown (2),002,Mount Olive-Silverstone-Jamestown (2),-79.58379757246055,43.74680967781584
1277,GO-2022849364,2022-05-07 04:00:00,2022,May,7,Saturday,127,D42,Shooting,146,Malvern East (146),132,Malvern (132),-79.19905466857112,43.8002900921876
1278,GO-2022868493,2022-05-09 04:00:00,2022,May,9,Monday,129,D31,Shooting,154,Oakdale-Beverley Heights (154),026,Downsview-Roding-CFB (26),-79.50897064442438,43.72238194643954
1279,GO-2022964428,2022-05-22 04:00:00,2022,May,22,Sunday,142,D52,Other,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),-79.38933224037932,43.65214359124724
1280,GO-20221060544,2022-06-05 04:00:00,2022,June,5,Sunday,156,D13,Shooting,108,Briar Hill-Belgravia (108),108,Briar Hill-Belgravia (108),-79.44278558784455,43.69729606471763
1281,GO-20221087191,2022-06-08 04:00:00,2022,June,8,Wednesday,159,D43,Shooting,141,Golfdale-Cedarbrae-Woburn (141),137,Woburn (137),-79.21106853836375,43.76289989874722
1282,GO-20221138477,2022-06-15 04:00:00,2022,June,15,Wednesday,166,D32,Shooting,038,Lansing-Westgate (38),038,Lansing-Westgate (38),-79.41072300442463,43.76072248787784
1283,GO-20221149694,2022-06-17 04:00:00,2022,June,17,Friday,168,D22,Other,159,Etobicoke City Centre (159),014,Islington-City Centre West (14),-79.534455893695,43.639404139290015
1284,GO-20221150299,2022-06-17 04:00:00,2022,June,17,Friday,168,D42,Other,147,L'Amoreaux West (147),117,L'Amoreaux (117),-79.33150738927635,43.80147320586677
1285,GO-20221153656,2022-06-18 04:00:00,2022,June,18,Saturday,169,D23,Shooting,008,Humber Heights-Westmount (8),008,Humber Heights-Westmount (8),-79.51733426722471,43.69461397681813
1286,GO-20221164624,2022-06-19 04:00:00,2022,June,19,Sunday,170,D13,Shooting,031,Yorkdale-Glen Park (31),031,Yorkdale-Glen Park (31),-79.46513995780909,43.70595605700716
1287,GO-20221294476,2022-07-07 04:00:00,2022,July,7,Thursday,188,D55,Shooting,064,Woodbine Corridor (64),064,Woodbine Corridor (64),-79.3118914406745,43.680374221435024
1288,GO-20221295738,2022-07-08 04:00:00,2022,July,8,Friday,189,D32,Stabbing,027,York University Heights (27),027,York University Heights (27),-79.47145783710086,43.76782295794078
1289,GO-20221324110,2022-07-11 04:00:00,2022,July,11,Monday,192,D43,Other,156,Bendale-Glen Andrew (156),127,Bendale (127),-79.25414244095889,43.776724367735135
1290,GO-20221360743,2022-07-16 04:00:00,2022,July,16,Saturday,197,D52,Shooting,166,St Lawrence-East Bayfront-The Islands (166),077,Waterfront Communities-The Island (77),-79.38146754290888,43.64290718201088
1291,GO-20221362949,2022-07-17 04:00:00,2022,July,17,Sunday,198,D14,Shooting,164,Wellington Place (164),077,Waterfront Communities-The Island (77),-79.40268203243795,43.643918783916604
1292,GO-20221443372,2022-07-28 04:00:00,2022,July,28,Thursday,209,D41,Other,120,Clairlea-Birchmount (120),120,Clairlea-Birchmount (120),-79.2893256668826,43.70102141016595
1293,GO-20221527751,2022-08-09 04:00:00,2022,August,9,Tuesday,221,D12,Shooting,113,Weston (113),113,Weston (113),-79.51211114983977,43.701091860537495
1294,GO-20221594291,2022-08-18 04:00:00,2022,August,18,Thursday,230,D31,Shooting,154,Oakdale-Beverley Heights (154),026,Downsview-Roding-CFB (26),-79.50808755141259,43.727986861303435
1295,GO-20221608092,2022-08-20 04:00:00,2022,August,20,Saturday,232,D41,Stabbing,122,Birchcliffe-Cliffside (122),122,Birchcliffe-Cliffside (122),-79.25435439165943,43.699122629167796
1296,GO-20221652609,2022-08-26 04:00:00,2022,August,26,Friday,238,D32,Stabbing,038,Lansing-Westgate (38),038,Lansing-Westgate (38),-79.43954682929656,43.75986478673884
1297,GO-20221652609,2022-08-26 04:00:00,2022,August,26,Friday,238,D32,Stabbing,038,Lansing-Westgate (38),038,Lansing-Westgate (38),-79.43954682929656,43.75986478673884
1298,GO-20221760173,2022-09-10 04:00:00,2022,September,10,Saturday,253,D32,Stabbing,153,Avondale (153),051,Willowdale East (51),-79.40388761116927,43.76045408810602
1299,GO-20221757893,2022-09-10 04:00:00,2022,September,10,Saturday,253,D31,Shooting,027,York University Heights (27),027,York University Heights (27),-79.49105091160972,43.74685114817225
1300,GO-20221800162,2022-09-15 04:00:00,2022,September,15,Thursday,258,D22,Shooting,161,Humber Bay Shores (161),017,Mimico (includes Humber Bay Shores) (17),-79.48930802501589,43.61377903445608
1301,GO-20221835644,2022-09-20 04:00:00,2022,September,20,Tuesday,263,D31,Stabbing,024,Black Creek (24),024,Black Creek (24),-79.51374011510858,43.75866948547872
1302,GO-20221839939,2022-09-21 04:00:00,2022,September,21,Wednesday,264,D41,Shooting,138,Eglinton East (138),138,Eglinton East (138),-79.25561782879113,43.73509528237715
1303,GO-20221836380,2022-09-21 04:00:00,2022,September,21,Wednesday,264,D23,Stabbing,004,Rexdale-Kipling (4),004,Rexdale-Kipling (4),-79.55498202618163,43.71449693264361
1304,GO-20221836380,2022-09-21 04:00:00,2022,September,21,Wednesday,264,D23,Stabbing,004,Rexdale-Kipling (4),004,Rexdale-Kipling (4),-79.55498202618163,43.71449693264361
1305,GO-20221864755,2022-09-25 04:00:00,2022,September,25,Sunday,268,D22,Other,020,Alderwood (20),020,Alderwood (20),-79.53918259890395,43.60783630000233
1306,GO-20221897062,2022-09-29 04:00:00,2022,September,29,Thursday,272,D41,Other,119,Wexford/Maryvale (119),119,Wexford/Maryvale (119),-79.31523357097439,43.75786462249319
1307,GO-20221934921,2022-10-04 04:00:00,2022,October,4,Tuesday,277,D51,Stabbing,073,Moss Park (73),073,Moss Park (73),-79.3747326519609,43.66068869979243
1308,GO-20221946068,2022-10-06 04:00:00,2022,October,6,Thursday,279,D31,Shooting,025,Glenfield-Jane Heights (25),025,Glenfield-Jane Heights (25),-79.51920491045057,43.75288758228223
1309,GO-20221963156,2022-10-08 04:00:00,2022,October,8,Saturday,281,D12,Shooting,113,Weston (113),113,Weston (113),-79.51151905687523,43.6979783665006
1310,GO-20221968025,2022-10-09 04:00:00,2022,October,9,Sunday,282,D32,Shooting,027,York University Heights (27),027,York University Heights (27),-79.47145783710086,43.76782295794078
1311,GO-20222052791,2022-10-22 04:00:00,2022,October,22,Saturday,295,D14,Shooting,164,Wellington Place (164),077,Waterfront Communities-The Island (77),-79.40141083286166,43.64771728729138
1312,GO-20222099784,2022-10-28 04:00:00,2022,October,28,Friday,301,D55,Shooting,069,Blake-Jones (69),069,Blake-Jones (69),-79.33535091767972,43.680844390480495
1313,GO-20222120467,2022-10-31 04:00:00,2022,October,31,Monday,304,D43,Shooting,142,Woburn North (142),137,Woburn (137),-79.22656387770975,43.77758450875971
1314,GO-20222165958,2022-11-06 04:00:00,2022,November,6,Sunday,310,D31,Stabbing,025,Glenfield-Jane Heights (25),025,Glenfield-Jane Heights (25),-79.51704361195162,43.75483178313826
1315,GO-20222209711,2022-11-12 05:00:00,2022,November,12,Saturday,316,D42,Shooting,130,Milliken (130),130,Milliken (130),-79.2949212085063,43.82070312429705
1316,GO-20222229664,2022-11-15 05:00:00,2022,November,15,Tuesday,319,D14,Shooting,085,South Parkdale (85),085,South Parkdale (85),-79.4341441219507,43.64110028861815
1317,GO-20222265498,2022-11-20 05:00:00,2022,November,20,Sunday,324,D23,Shooting,001,West Humber-Clairville (1),001,West Humber-Clairville (1),-79.61330758303609,43.73216989257541
1318,GO-20222377717,2022-12-06 05:00:00,2022,December,6,Tuesday,340,D55,Stabbing,065,Greenwood-Coxwell (65),065,Greenwood-Coxwell (65),-79.32978112504753,43.68204210168685
1319,GO-20222396611,2022-12-08 05:00:00,2022,December,8,Thursday,342,D11,Stabbing,088,High Park North (88),088,High Park North (88),-79.4681908194986,43.6563163410307
1320,GO-20222413771,2022-12-10 05:00:00,2022,December,10,Saturday,344,D55,Shooting,061,Taylor-Massey (61),061,Taylor-Massey (61),-79.2916339623115,43.69610671653836
1321,GO-20222452652,2022-12-16 05:00:00,2022,December,16,Friday,350,D43,Shooting,135,Morningside (135),135,Morningside (135),-79.20586222035497,43.7645808946059
1322,GO-20222467066,2022-12-18 05:00:00,2022,December,18,Sunday,352,D52,Stabbing,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.38247084224005,43.64529468439835
1323,GO-20222554708,2022-12-30 05:00:00,2022,December,30,Friday,364,D42,Shooting,118,Tam O'Shanter-Sullivan (118),118,Tam O'Shanter-Sullivan (118),-79.30039558209639,43.78051183507524
1324,GO-2023139370,2023-01-18 05:00:00,2023,January,18,Wednesday,18,D33,Other,047,Don Valley Village (47),047,Don Valley Village (47),-79.35227754800785,43.79315685324319
1325,GO-2023151988,2023-01-20 05:00:00,2023,January,20,Friday,20,D51,Other,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.37789244529229,43.64914348824707
1326,GO-2023185555,2023-01-24 05:00:00,2023,January,24,Tuesday,24,D55,Other,069,Blake-Jones (69),069,Blake-Jones (69),-79.3417816084041,43.67953807627558
1327,GO-2023224883,2023-01-29 05:00:00,2023,January,29,Sunday,29,D51,Stabbing,073,Moss Park (73),073,Moss Park (73),-79.37100285365003,43.65829659740034
1328,GO-2023278711,2023-02-05 05:00:00,2023,February,5,Sunday,36,D55,Other,062,East End-Danforth (62),062,East End-Danforth (62),-79.31092394464133,43.686113424416014
1329,GO-2023383606,2023-02-17 05:00:00,2023,February,17,Friday,48,D42,Stabbing,147,L'Amoreaux West (147),117,L'Amoreaux (117),-79.33361597620318,43.79804788815728
1330,GO-2023506913,2023-03-06 05:00:00,2023,March,6,Monday,65,D43,Shooting,123,Cliffcrest (123),123,Cliffcrest (123),-79.22917035095155,43.72809569120894
1331,GO-2023506891,2023-03-06 05:00:00,2023,March,6,Monday,65,D51,Stabbing,073,Moss Park (73),073,Moss Park (73),-79.36944905342786,43.65452239362609
1332,GO-2023543517,2023-03-10 05:00:00,2023,March,10,Friday,69,D42,Stabbing,143,West Rouge (143),131,Rouge (131),-79.14781028758728,43.79976685377948
1333,GO-2023546968,2023-03-10 05:00:00,2023,March,10,Friday,69,D23,Stabbing,001,West Humber-Clairville (1),001,West Humber-Clairville (1),-79.60899849497657,43.753683336515444
1334,GO-2023621135,2023-03-20 04:00:00,2023,March,20,Monday,79,D33,Shooting,047,Don Valley Village (47),047,Don Valley Village (47),-79.34374645651901,43.77588191564331
1335,GO-2023640430,2023-03-23 04:00:00,2023,March,23,Thursday,82,D22,Other,016,Stonegate-Queensway (16),016,Stonegate-Queensway (16),-79.49035321140435,43.629046371740074
1336,GO-2023657742,2023-03-24 04:00:00,2023,March,24,Friday,83,D41,Other,126,Dorset Park (126),126,Dorset Park (126),-79.2790533111277,43.741920359968546
1337,GO-2023662891,2023-03-25 04:00:00,2023,March,25,Saturday,84,D11,Stabbing,088,High Park North (88),088,High Park North (88),-79.45934961439929,43.656290716791474
1338,GO-2023828737,2023-04-14 04:00:00,2023,April,14,Friday,104,D14,Shooting,080,Palmerston-Little Italy (80),080,Palmerston-Little Italy (80),-79.4280419250316,43.6614764099276
1339,GO-2023834466,2023-04-15 04:00:00,2023,April,15,Saturday,105,D12,Shooting,112,Beechborough-Greenbrook (112),112,Beechborough-Greenbrook (112),-79.4832739786703,43.69342468121233
1340,GO-2023887801,2023-04-21 04:00:00,2023,April,21,Friday,111,D31,Shooting,021,Humber Summit (21),021,Humber Summit (21),-79.57177943169675,43.76005231460157
1341,GO-2023978539,2023-05-02 04:00:00,2023,May,2,Tuesday,122,D14,Other,163,Fort York-Liberty Village (163),082,Niagara (82),-79.41953772726254,43.63200627359733
1342,GO-20231028071,2023-05-08 04:00:00,2023,May,8,Monday,128,D32,Other,151,Yonge-Doris (151),051,Willowdale East (51),-79.41317755545207,43.776950594929296
1343,GO-20231041455,2023-05-10 04:00:00,2023,May,10,Wednesday,130,D22,Shooting,160,Mimico-Queensway (160),017,Mimico (includes Humber Bay Shores) (17),-79.488837314617,43.624180262880444
1344,GO-20231063692,2023-05-12 04:00:00,2023,May,12,Friday,132,D51,Stabbing,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.37956284727365,43.65628719539094
1345,GO-20231077176,2023-05-13 04:00:00,2023,May,13,Saturday,133,D23,Shooting,001,West Humber-Clairville (1),001,West Humber-Clairville (1),-79.62003438869235,43.722945210506595
1346,GO-20231090728,2023-05-15 04:00:00,2023,May,15,Monday,135,D51,Stabbing,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),-79.3861045483936,43.668642107964544
1347,GO-20231140390,2023-05-21 04:00:00,2023,May,21,Sunday,141,D14,Stabbing,080,Palmerston-Little Italy (80),080,Palmerston-Little Italy (80),-79.42430462529936,43.65854230574777
1348,GO-20231189726,2023-05-26 04:00:00,2023,May,26,Friday,146,D13,Stabbing,109,Caledonia-Fairbank (109),109,Caledonia-Fairbank (109),-79.44974159226071,43.69195897113595
1349,GO-20231309309,2023-06-06 04:00:00,2023,June,6,Tuesday,157,D14,Other,163,Fort York-Liberty Village (163),082,Niagara (82),-79.41415292861433,43.639170480800686
1350,GO-20231343735,2023-06-12 04:00:00,2023,June,12,Monday,163,D31,Shooting,NSA,NSA,NSA,NSA,-79.5647097361969,43.76648401659636
1351,GO-20231352411,2023-06-13 04:00:00,2023,June,13,Tuesday,164,D43,Other,142,Woburn North (142),137,Woburn (137),-79.23296484605089,43.77953670123865
1352,GO-20231411799,2023-06-19 04:00:00,2023,June,19,Monday,170,D22,Shooting,159,Etobicoke City Centre (159),014,Islington-City Centre West (14),-79.53119309511602,43.646074579050484
1353,GO-20231469234,2023-06-25 04:00:00,2023,June,25,Sunday,176,D41,Stabbing,138,Eglinton East (138),138,Eglinton East (138),-79.24807244137597,43.73669198131269
1354,GO-20231500195,2023-06-29 04:00:00,2023,June,29,Thursday,180,D33,Shooting,042,Banbury-Don Mills (42),042,Banbury-Don Mills (42),-79.35427272387992,43.74636900171288
1355,GO-20231512850,2023-06-30 04:00:00,2023,June,30,Friday,181,D43,Stabbing,141,Golfdale-Cedarbrae-Woburn (141),137,Woburn (137),-79.23256932870802,43.756978392908096
1356,GO-20231501474,2023-06-30 04:00:00,2023,June,30,Friday,181,D33,Stabbing,053,Henry Farm (53),053,Henry Farm (53),-79.33917596059591,43.771025617317605
1357,GO-20231534477,2023-07-02 04:00:00,2023,July,2,Sunday,183,D23,Shooting,002,Mount Olive-Silverstone-Jamestown (2),002,Mount Olive-Silverstone-Jamestown (2),-79.58033607073926,43.73970237317062
1358,GO-20231576848,2023-07-07 04:00:00,2023,July,7,Friday,188,D55,Shooting,070,South Riverdale (70),070,South Riverdale (70),-79.33890408578506,43.66133072279091
1359,GO-20231579958,2023-07-07 04:00:00,2023,July,7,Friday,188,D53,Other,098,Rosedale-Moore Park (98),098,Rosedale-Moore Park (98),-79.38419105054933,43.67080371004932
1360,GO-20231683614,2023-07-19 04:00:00,2023,July,19,Wednesday,200,D23,Shooting,002,Mount Olive-Silverstone-Jamestown (2),002,Mount Olive-Silverstone-Jamestown (2),-79.5884871663062,43.73871947438929
1361,GO-20231710891,2023-07-23 04:00:00,2023,July,23,Sunday,204,D55,Shooting,068,North Riverdale (68),068,North Riverdale (68),-79.34732659920077,43.6784520641741
1362,GO-20231724291,2023-07-24 04:00:00,2023,July,24,Monday,205,D22,Shooting,159,Etobicoke City Centre (159),014,Islington-City Centre West (14),-79.5220203187876,43.62201302297402
1363,GO-20231729348,2023-07-25 04:00:00,2023,July,25,Tuesday,206,D51,Shooting,073,Moss Park (73),073,Moss Park (73),-79.36758875528045,43.65635969546341
1364,GO-20231745566,2023-07-27 04:00:00,2023,July,27,Thursday,208,D55,Stabbing,065,Greenwood-Coxwell (65),065,Greenwood-Coxwell (65),-79.31802742318266,43.66987579036837
1365,GO-20231856702,2023-08-09 04:00:00,2023,August,9,Wednesday,221,D12,Other,113,Weston (113),113,Weston (113),-79.51423084947291,43.70169566023987
1366,GO-20231906479,2023-08-15 04:00:00,2023,August,15,Tuesday,227,D51,Other,073,Moss Park (73),073,Moss Park (73),-79.36944905342786,43.65452239362609
1367,GO-20231910215,2023-08-16 04:00:00,2023,August,16,Wednesday,228,D51,Other,073,Moss Park (73),073,Moss Park (73),-79.36758875528045,43.65635969546341
1368,GO-20231947605,2023-08-21 04:00:00,2023,August,21,Monday,233,D14,Shooting,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),-79.40017523593004,43.65797199973477
1369,GO-20231978214,2023-08-24 04:00:00,2023,August,24,Thursday,236,D13,Shooting,092,Corso Italia-Davenport (92),092,Corso Italia-Davenport (92),-79.44085531930945,43.67834161419499
1370,GO-20231993035,2023-08-26 04:00:00,2023,August,26,Saturday,238,D55,Stabbing,060,Woodbine-Lumsden (60),060,Woodbine-Lumsden (60),-79.3174116421681,43.69949590123027
1371,GO-20232011416,2023-08-30 04:00:00,2023,August,30,Wednesday,242,D14,Other,164,Wellington Place (164),077,Waterfront Communities-The Island (77),-79.40006913330886,43.644440783567624
1372,GO-20232069328,2023-09-04 04:00:00,2023,September,4,Monday,247,D22,Shooting,016,Stonegate-Queensway (16),016,Stonegate-Queensway (16),-79.49035321140435,43.629046371740074
1373,GO-20232076456,2023-09-05 04:00:00,2023,September,5,Tuesday,248,D41,Stabbing,126,Dorset Park (126),126,Dorset Park (126),-79.28594229118167,43.77158723571469
1374,GO-20232075472,2023-09-05 04:00:00,2023,September,5,Tuesday,248,D43,Shooting,142,Woburn North (142),137,Woburn (137),-79.23493836273295,43.77576920367464
1375,GO-20232110461,2023-09-09 04:00:00,2023,September,9,Saturday,252,D51,Stabbing,073,Moss Park (73),073,Moss Park (73),-79.36949845477272,43.658655897759644
1376,GO-20232164179,2023-09-16 04:00:00,2023,September,16,Saturday,259,D51,Shooting,073,Moss Park (73),073,Moss Park (73),-79.37201355378139,43.660711899815674
1377,GO-20232227404,2023-09-23 04:00:00,2023,September,23,Saturday,266,D23,Shooting,002,Mount Olive-Silverstone-Jamestown (2),002,Mount Olive-Silverstone-Jamestown (2),-79.58379757246055,43.74680967781584
1378,GO-20232227404,2023-09-23 04:00:00,2023,September,23,Saturday,266,D23,Shooting,002,Mount Olive-Silverstone-Jamestown (2),002,Mount Olive-Silverstone-Jamestown (2),-79.58379757246055,43.74680967781584
1379,GO-20232234677,2023-09-24 04:00:00,2023,September,24,Sunday,267,D43,Shooting,136,West Hill (136),136,West Hill (136),-79.18489640543595,43.76488110191535
1380,GO-20232234267,2023-09-24 04:00:00,2023,September,24,Sunday,267,D32,Stabbing,050,Newtonbrook East (50),050,Newtonbrook East (50),-79.4159903445941,43.78163299652674
1381,GO-20232320141,2023-10-05 04:00:00,2023,October,5,Thursday,278,D32,Stabbing,034,Bathurst Manor (34),034,Bathurst Manor (34),-79.45312971695067,43.75381599633994
1382,GO-20232400648,2023-10-15 04:00:00,2023,October,15,Sunday,288,D12,Stabbing,110,Keelesdale-Eglinton West (110),110,Keelesdale-Eglinton West (110),-79.46544590418387,43.682317706995725
1383,GO-20232573487,2023-11-06 05:00:00,2023,November,6,Monday,310,D43,Shooting,136,West Hill (136),136,West Hill (136),-79.1947643043253,43.7621233930652
1384,GO-20232592783,2023-11-08 05:00:00,2023,November,8,Wednesday,312,D52,Shooting,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.38208824652705,43.65909819820201
